id;category;title;amenities;bathrooms;bedrooms;currency;fee;pets_allowed;price;price_type;square_feet;address;cityname;state;source
5197718518;housing/rent/apartment;One Spacious BR in Salem. $980/mo;AC,Clubhouse,Dishwasher,Gym,Playground,Pool;1;1;USD;No;Cats,Dogs;980;Monthly;815;null;Salem;UT;RentDigs.com
5197718391;housing/rent/apartment;Amazing Two BR, One BA for rent;AC,Clubhouse,Dishwasher,Gym,Playground,Pool;1;2;USD;No;Cats,Dogs;1239;Monthly;1052;null;Salem;UT;RentDigs.com
5197717401;housing/rent/apartment;Two Spacious BR in Salem;AC,Clubhouse,Dishwasher,Gym,Playground,Pool;1;2;USD;No;Cats,Dogs;1239;Monthly;1052;null;Salem;UT;RentDigs.com
5197716938;housing/rent/apartment;Bright Kansas City, Two BR, Two BA for rent;Parking,Playground,Storage;2;2;USD;No;None;2630;Monthly;1098;null;Kansas City;MO;RentDigs.com
5197716637;housing/rent/apartment;Apartment in quiet area, spacious with big kitchen;AC,Clubhouse,Dishwasher,Gym,Playground,Pool;2;3;USD;No;Cats,Dogs;1439;Monthly;1306;null;Salem;UT;RentDigs.com
5197716538;housing/rent/apartment;Over 1,052 sf in Salem;AC,Clubhouse,Dishwasher,Gym,Playground,Pool;1;2;USD;No;Cats,Dogs;1239;Monthly;1052;null;Salem;UT;RentDigs.com
5197716017;housing/rent/apartment;Over 1,136 sf in Sun City Center;Dishwasher,Garbage Disposal,Pool;2;2;USD;No;None;1470;Monthly;1136;null;Sun City Center;FL;RentDigs.com
5197715796;housing/rent/apartment;Salem - 2bd/One BA 1,052sqft Apartment for rent;AC,Clubhouse,Dishwasher,Gym,Playground,Pool;1;2;USD;No;Cats,Dogs;1239;Monthly;1052;null;Salem;UT;RentDigs.com
5197715490;housing/rent/apartment;Two BR, One BA, safe neighborhood;AC,Clubhouse,Dishwasher,Gym,Playground,Pool;1;2;USD;No;Cats,Dogs;1239;Monthly;1052;null;Salem;UT;RentDigs.com
5197715190;housing/rent/apartment;Two Spacious BR in Salem. Pet OK!;AC,Clubhouse,Dishwasher,Gym,Playground,Pool;1;2;USD;No;Cats,Dogs;1239;Monthly;1052;null;Salem;UT;RentDigs.com
5197714480;housing/rent/apartment;Great Central Location One BR, One BA. Pet OK!;None;1;1;USD;No;Cats,Dogs;1047;Monthly;677;null;Kansas City;MO;RentDigs.com
5197713153;housing/rent/apartment;Three BR Apartment in Salem. Pet OK!;AC,Clubhouse,Dishwasher,Gym,Playground,Pool;2;3;USD;No;Cats,Dogs;1439;Monthly;1306;null;Salem;UT;RentDigs.com
5197713131;housing/rent/apartment;Great Central Location Two BR, One BA. Parking Available!;Clubhouse,Fireplace,Parking,Patio/Deck,Pool,Storage;1;2;USD;No;None;825;Monthly;880;null;Shawnee;KS;RentDigs.com
5197712979;housing/rent/apartment;Great Central Location Two BR, One BA;AC,Clubhouse,Dishwasher,Gym,Playground,Pool;1;2;USD;No;Cats,Dogs;1239;Monthly;1052;null;Salem;UT;RentDigs.com
5197712786;housing/rent/apartment;Convenient location One BR One BA for rent;None;1;1;USD;No;None;1825;Monthly;1026;null;Charlotte;NC;RentDigs.com
5197712473;housing/rent/apartment;Salem Value!;AC,Clubhouse,Dishwasher,Gym,Playground,Pool;1;1;USD;No;Cats,Dogs;980;Monthly;815;null;Salem;UT;RentDigs.com
5197712316;housing/rent/apartment;Apartment only for $585/mo. You Can Stop Looking Now. Parking Available!;Parking;1;1;USD;No;None;585;Monthly;705;null;Memphis;TN;RentDigs.com
5197712200;housing/rent/apartment;Apartment only for $1,851/mo. You Can Stop Looking Now!;Parking;2;2;USD;No;None;1851;Monthly;1064;null;Tracy;CA;RentDigs.com
5197711884;housing/rent/apartment;Average Rent $745 a month - That's a STEAL!;None;2;2;USD;No;None;745;Monthly;1210;null;Memphis;TN;RentDigs.com
5197711710;housing/rent/apartment;Apartment in move in condition in Charlotte;None;1;1;USD;No;None;1475;Monthly;737;null;Charlotte;NC;RentDigs.com
5197710876;housing/rent/apartment;Three BR Apartment - Located in beautiful Provo.;Playground;2;3;USD;No;None;1053;Monthly;1100;null;Provo;UT;RentDigs.com
5197710688;housing/rent/apartment;990 sq. ft. \ Two BA - must see to believe.;Gym,Patio/Deck,Pool;2;2;USD;No;None;1950;Monthly;990;null;Vista;CA;RentDigs.com
5197710537;housing/rent/apartment;Memphis, One BR, One BA for rent. Parking Available!;Parking;1;1;USD;No;None;515;Monthly;603;null;Memphis;TN;RentDigs.com
5197710502;housing/rent/apartment;Charming One BR, One BA. $734/mo;Gym,Patio/Deck,Pool,Storage;1;1;USD;No;None;734;Monthly;725;null;Mission;KS;RentDigs.com
5197710355;housing/rent/apartment;Lovely Charlotte, Two BR, Two BA;None;2;2;USD;No;None;1870;Monthly;1056;null;Charlotte;NC;RentDigs.com
5197710314;housing/rent/apartment;Gorgeous Mission, One BR, One BA. $799/mo;Gym,Patio/Deck,Pool,Storage;1;1;USD;No;None;799;Monthly;885;null;Mission;KS;RentDigs.com
5197709894;housing/rent/apartment;Over 1,380 sf in Mission;Parking;2;2;USD;No;None;1090;Monthly;1380;null;Mission;KS;RentDigs.com
5197709803;housing/rent/apartment;Apartment only for $690/mo. You Can Stop Looking Now!;None;2;2;USD;No;None;690;Monthly;1080;null;Memphis;TN;RentDigs.com
5197708824;housing/rent/apartment;Super Cute! Apartment for Rent!;Pool;1;1;USD;No;None;825;Monthly;620;null;Mission;KS;RentDigs.com
5197708112;housing/rent/apartment;Large One BR on top floor with awesome upgrades;Internet Access,Parking,Patio/Deck,Pool,Storage;1;1;USD;No;None;860;Monthly;784;null;Mission;KS;RentDigs.com
5197706349;housing/rent/apartment;Convenient location Studio One BA for rent;Clubhouse,Playground,Tennis;1;2;USD;No;Cats,Dogs;1195;Monthly;477;null;Alexandria;VA;RentDigs.com
5197703628;housing/rent/apartment;Welcome to Towers in Alexandria, VA!;Clubhouse,Playground,Pool,Tennis;2;3;USD;No;Cats,Dogs;2065;Monthly;1250;null;Alexandria;VA;RentDigs.com
5197703605;housing/rent/apartment;One BR Apartment in Quiet Building - Alexandria;Playground;1;1;USD;No;Cats,Dogs;1445;Monthly;725;null;Alexandria;VA;RentDigs.com
5197702449;housing/rent/apartment;One BA \ $1,724/mo \ 767 sq. ft. - in a great area.;Gym,Parking,Pool;1;1;USD;No;None;1724;Monthly;767;null;Charlotte;NC;RentDigs.com
5197697243;housing/rent/apartment;Two Spacious BR in Alexandria;Clubhouse,Parking,Patio/Deck,Pool,Storage;1;2;USD;No;None;2350;Monthly;1270;null;Alexandria;VA;RentDigs.com
5197696011;housing/rent/apartment;Bright Odessa, One BR, One BA for rent;Parking,Storage;1;1;USD;No;None;1218;Monthly;857;null;Odessa;FL;RentDigs.com
5197689691;housing/rent/apartment;Three BR Apartment in Newnan;None;2;3;USD;No;None;1477;Monthly;1519;null;Newnan;GA;RentDigs.com
5197687524;housing/rent/apartment;Apartment in prime location;None;1;1;USD;No;None;1195;Monthly;677;null;Memphis;TN;RentDigs.com
5197685800;housing/rent/apartment;One BR Apartment - When you come home to Brighton Farms. $820/mo;None;1;1;USD;No;None;820;Monthly;800;null;Newnan;GA;RentDigs.com
5197682119;housing/rent/apartment;The of Olathe, a great you canhome where we take care of your needs.;Gym,Playground,Pool;2;2;USD;No;None;1010;Monthly;860;null;Olathe;KS;RentDigs.com
5197678096;housing/rent/apartment;Three BR Apartment in Quiet Building - Zephyrhills;Clubhouse,Internet Access,Playground;2;3;USD;No;None;1375;Monthly;1432;null;Zephyrhills;FL;RentDigs.com
5197677852;housing/rent/apartment;Zephyrhills, prime location Three BR, Apartment. Pet OK!;AC,Gym,Playground,Pool,Washer Dryer;2;3;USD;No;Cats,Dogs;1405;Monthly;1314;null;Zephyrhills;FL;RentDigs.com
5194029132;housing/rent/apartment;Troy Meadows;AC,Cable or Satellite,Dishwasher,Internet Access,Parking,Storage;1;2;USD;No;Cats,Dogs;599;Monthly;875;2107 Troy Rd;Springfield;OH;RentDigs.com
5197709241;housing/rent/apartment;Apartment in quiet area, spacious with big kitchen. Parking Available!;Parking;1;1;USD;No;None;585;Monthly;705;null;Memphis;TN;RentDigs.com
5197708797;housing/rent/apartment;Great Provo Two BR Apartment for Rent;None;1;2;USD;No;None;750;Monthly;950;null;Provo;UT;RentDigs.com
5197708618;housing/rent/apartment;Over 1,475 sf in Alexandria;Fireplace,Storage;2;3;USD;No;None;2977;Monthly;1475;null;Alexandria;VA;RentDigs.com
5197708128;housing/rent/apartment;One BR Apartment in Alexandria;Cable or Satellite,TV;1;1;USD;No;None;1502;Monthly;660;null;Alexandria;VA;RentDigs.com
5197708071;housing/rent/apartment;Beautiful 1 BR apartment in renovated community;Patio/Deck,Pool,Storage;1;1;USD;No;None;925;Monthly;583;null;Mission;KS;RentDigs.com
5197708004;housing/rent/apartment;Mission - 2nd floor One BR apartment in Downtown Mission.;Internet Access,Parking,Pool;1;2;USD;No;None;975;Monthly;870;null;Mission;KS;RentDigs.com
5197706434;housing/rent/apartment;$1,885/mo - in a great area.;Gym;2;2;USD;No;Cats,Dogs;1885;Monthly;1001;null;Alexandria;VA;RentDigs.com
5197705954;housing/rent/apartment;Great Central Location Two BR, One BA;Playground;1;2;USD;No;Cats,Dogs;1785;Monthly;928;null;Alexandria;VA;RentDigs.com
5197705518;housing/rent/apartment;One BA \ 653 sq. ft. \ Apartment - must see to believe.;Playground,Tennis;1;1;USD;No;Cats,Dogs;1325;Monthly;653;null;Alexandria;VA;RentDigs.com
5197704301;housing/rent/apartment;Bright Alexandria, One BR, One BA for rent. Pet OK!;Clubhouse,Playground,Pool,Tennis;1;1;USD;No;Cats,Dogs;1465;Monthly;721;null;Alexandria;VA;RentDigs.com
5197703499;housing/rent/apartment;Alexandria Value. Pet OK!;Clubhouse,Playground,Tennis;1;1;USD;No;Cats,Dogs;1380;Monthly;653;null;Alexandria;VA;RentDigs.com
5197703199;housing/rent/apartment;Apartment in quiet area, spacious with big kitchen;Clubhouse,Playground,Tennis;1;1;USD;No;Cats,Dogs;1525;Monthly;721;null;Alexandria;VA;RentDigs.com
5197702915;housing/rent/apartment;One BA - Two BR - 928 sq. ft. - in a great area. Pet OK!;Clubhouse,Playground,Pool,Tennis;1;2;USD;No;Cats,Dogs;1810;Monthly;928;null;Alexandria;VA;RentDigs.com
5197702868;housing/rent/apartment;Outstanding Opportunity To Live At The Ogden City Club;Cable or Satellite,Internet Access,Parking,Patio/Deck,Storage;2;3;USD;No;None;1470;Monthly;1183;null;Ogden;UT;RentDigs.com
5197700645;housing/rent/apartment;Apartment only for $1,240/mo. You Can Stop Looking Now!;Gated,Parking,Storage,View;2;2;USD;No;None;1240;Monthly;958;null;Ogden;UT;RentDigs.com
5197700008;housing/rent/apartment;Designed for both comfort and convenience. Carport parking!;Parking;2;3;USD;No;None;1555;Monthly;1050;null;Modesto;CA;RentDigs.com
5197698656;housing/rent/apartment;Two BR, 1.50 BA, safe neighborhood. $745/mo;Internet Access,Parking;1.5;2;USD;No;None;745;Monthly;950;null;Kansas City;KS;RentDigs.com
5197698634;housing/rent/apartment;Gorgeous Peachtree City, Four BR, 2.50 BA;None;2.5;4;USD;No;None;2000;Monthly;1968;null;Peachtree City;GA;RentDigs.com
5197698170;housing/rent/apartment;Devon model with numerous recent upgrades.;None;2;2;USD;No;None;1750;Monthly;951;null;Alexandria;VA;RentDigs.com
5197697404;housing/rent/apartment;Apartment in prime location;Playground,Pool;2;3;USD;No;None;620;Monthly;1105;null;Brigham City;UT;RentDigs.com
5197695192;housing/rent/apartment;Experience a relaxing modern. Pet OK!;Gym,Pool;2;3;USD;No;Cats,Dogs;1645;Monthly;1263;null;Chandler;AZ;RentDigs.com
5197695177;housing/rent/apartment;The Best of the Best in the City of Lutz! Save Big. Pet OK!;None;1;1;USD;No;Cats,Dogs;1080;Monthly;730;null;Lutz;FL;RentDigs.com
5197694766;housing/rent/apartment;Lease Spacious 2+1.50. Approx 900 sf of Living Space!;None;1.5;2;USD;No;Cats,Dogs;995;Monthly;900;null;Kansas City;KS;RentDigs.com
5197692967;housing/rent/apartment;The Best of the Best in the City of Newnan! Save Big!;Cable or Satellite,TV;1;1;USD;No;None;1113;Monthly;955;null;Newnan;GA;RentDigs.com
5197692937;housing/rent/apartment;Move-in condition, One BR One BA;None;1;1;USD;No;None;1077;Monthly;949;null;Newnan;GA;RentDigs.com
5197692932;housing/rent/apartment;Conveniently located near shopping, dining, public transport.;None;1;1;USD;No;None;1200;Monthly;624;null;Alexandria;VA;RentDigs.com
5197692535;housing/rent/apartment;One BR Apartment - Large & Bright;None;1;1;USD;No;None;1325;Monthly;833;null;Alexandria;VA;RentDigs.com
5197689082;housing/rent/apartment;Life should be made up of good friends, good food and good times. Pet OK!;Pool;1;1;USD;No;Cats,Dogs;1574;Monthly;832;null;Charlotte;NC;RentDigs.com
5197688112;housing/rent/apartment;Great Central Location One BR, One BA. Single Car Garage!;Parking,Storage;1;1;USD;No;None;2230;Monthly;795;null;Charlotte;NC;RentDigs.com
5197687488;housing/rent/apartment;Bright Charlotte, One BR, One BA for rent;Parking,Storage;1;1;USD;No;None;2079;Monthly;844;null;Charlotte;NC;RentDigs.com
5197686916;housing/rent/apartment;Life should be made up of good friends, good food and good times.;Pool;1;1;USD;No;None;1569;Monthly;788;null;Charlotte;NC;RentDigs.com
5197685553;housing/rent/apartment;Spacious Two BR, Two BA;None;2;2;USD;No;Cats,Dogs;1135;Monthly;1246;null;Newnan;GA;RentDigs.com
5197685025;housing/rent/apartment;Outstanding Opportunity To Live At The Newnan City Club. Pet OK!;None;2;2;USD;No;Cats,Dogs;1105;Monthly;1246;null;Newnan;GA;RentDigs.com
5197684178;housing/rent/apartment;Two Spacious BR in Olathe. Pet OK!;None;2;2;USD;No;Cats,Dogs;1000;Monthly;1004;null;Olathe;KS;RentDigs.com
5197683494;housing/rent/apartment;The of Olathe, a great you canhome where we take care of your needs. $982/mo;Gym,Playground,Pool;2;2;USD;No;None;982;Monthly;860;null;Olathe;KS;RentDigs.com
5197683124;housing/rent/apartment;The of Olathe, a great you canhome where we take care of your needs.;Gym,Playground,Pool;1;1;USD;No;None;852;Monthly;660;null;Olathe;KS;RentDigs.com
5197682373;housing/rent/apartment;Fantastic downtown Newnan location. 2 Car Garage!;Parking;2;3;USD;No;None;1100;Monthly;1452;null;Newnan;GA;RentDigs.com
5197681673;housing/rent/apartment;Apartment in move in condition in Charlotte;Clubhouse,Gym,Playground,Tennis;1;1;USD;No;None;1638;Monthly;678;null;Charlotte;NC;RentDigs.com
5197679706;housing/rent/apartment;Average Rent $709 a month - That's a STEAL. Parking Available!;Parking;1.5;3;USD;No;None;709;Monthly;1100;null;Leavenworth;KS;RentDigs.com
5197677966;housing/rent/apartment;Lawrence - superb Apartment nearby fine dining;Cable or Satellite,Clubhouse,Gym,Parking,Pool;2;2;USD;No;None;975;Monthly;1055;null;Lawrence;KS;RentDigs.com
5197677354;housing/rent/apartment;Prominence Apartments Two BR Luxury Apartment Homes. $630/mo;Cable or Satellite,Dishwasher,Refrigerator;1.5;2;USD;No;None;630;Monthly;900;null;Salisbury;NC;RentDigs.com
5197677123;housing/rent/apartment;Two Spacious BR in Lawrence;Parking;1;2;USD;No;None;720;Monthly;800;null;Lawrence;KS;RentDigs.com
5534041748;housing/rent/apartment;Wellesley Two BR Two BA, This newly renovated apartment is located;Parking;2;2;USD;Yes;Cats,Dogs;3800;Monthly;1469;null;Wellesley;MA;BostonApartments
5222986650;housing/rent/apartment;2 BR In Collin County;None;2;2;USD;No;None;1500;Monthly;1125;null;Frisco;TX;RealRentals
5194028968;housing/rent/apartment;The Verge;AC,Cable or Satellite,Clubhouse,Dishwasher,Gym,Internet Access,Parking,Pool,Washer Dryer;2;2;USD;No;Cats,Dogs;535;Monthly;1020;750 S 43rd St;Grand Forks;ND;RentDigs.com
5222989308;housing/rent/apartment;1 BR In Collin County;None;1;1;USD;No;None;970;Monthly;775;null;Frisco;TX;RealRentals
5533211751;housing/rent/apartment;Boston - Brighton, This spacious, charming Three BR has TWO;Cable or Satellite,Patio/Deck,Storage,Washer Dryer,Wood Floors;2;3;USD;Yes;None;3500;Monthly;1200;null;Boston;MA;BostonApartments
5192686771;housing/rent/apartment;Sevilla Apartment Homes;AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gated,Gym,Hot Tub,Internet Access,Parking,Patio/Deck,Playground,Pool,Storage,View,Washer Dryer;1;1;USD;No;Cats,Dogs;1725;Monthly;800;1301 Medical Center Drive;Chula Vista;CA;RentDigs.com
5221521830;housing/rent/apartment;1 BR In Midtown-East;Elevator,TV;1;1;USD;No;None;4500;Monthly;1400;58th;Manhattan;NY;RealRentals
5221520925;housing/rent/apartment;1 BR In Midtown-East;Elevator;1;1;USD;No;None;4500;Monthly;1000;59th St;Manhattan;NY;RealRentals
5192687985;housing/rent/apartment;Grant Gardens;AC,Cable or Satellite,Parking,Storage;1;1;USD;No;None;800;Monthly;502;2062 Grant Ave;Philadelphia;PA;RentDigs.com
5192688045;housing/rent/apartment;Mill Creek Apartment Homes;AC,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Parking,Patio/Deck,Pool,Storage,Tennis,Washer Dryer,Wood Floors;1;1;USD;No;Cats,Dogs;630;Monthly;670;5249 US 277 S;Abilene;TX;RentDigs.com
5192687155;housing/rent/apartment;Boca Apartment with Golf Course View;Washer Dryer;2;2;USD;No;None;1700;Monthly;1316;6400 NW 2nd Ave 3230;Boca Raton;FL;RentDigs.com
5530591370;housing/rent/apartment;Brookline - Coolidge Corner One BR, hardwood floors;Gym,Washer Dryer,Wood Floors;1;1;USD;Yes;Cats,Dogs;3350;Monthly;760;null;Brookline;MA;BostonApartments
5198602833;housing/rent/apartment;Three BR - luxurious Apartments in Foxborough. Pet OK!;Gym,Parking,Pool,Wood Floors;2;3;USD;No;Cats,Dogs;3054;Monthly;698;null;null;null;RentDigs.com
5198600089;housing/rent/apartment;One BR - luxurious Apartments in Foxborough. 2 Car Garage!;Gym,Parking,Pool,Wood Floors;1;1;USD;No;Cats,Dogs;2025;Monthly;787;null;null;null;RentDigs.com
5192687904;housing/rent/apartment;Daytona Village Apartments;AC,Cable or Satellite,Clubhouse,Dishwasher,Parking;1;1;USD;No;Cats,Dogs;580;Monthly;600;530 Daytona Parkway;Dayton;OH;RentDigs.com
5198605064;housing/rent/apartment;One BR - luxurious Apartments in Foxborough.;Gym,Parking,Pool,Wood Floors;1;1;USD;No;Cats,Dogs;1920;Monthly;773;null;null;null;RentDigs.com
5192687171;housing/rent/apartment;SW Cape Coral Gem $1500 3/2 Duplex;AC,Cable or Satellite,Dishwasher,Internet Access,Parking,Patio/Deck,Refrigerator,Storage,Washer Dryer;2;3;USD;No;None;1500;Monthly;1296;1426 SW 7th Court;Cape Coral;FL;RentDigs.com
5198602318;housing/rent/apartment;One BR - luxurious Apartments in Foxborough.;Gym,Parking,Pool,Wood Floors;1;1;USD;No;Cats,Dogs;1963;Monthly;698;null;null;null;RentDigs.com
5192688069;housing/rent/apartment;Lodge at Stone Oak Ranch;AC,Clubhouse,Dishwasher,Gated,Gym,Internet Access,Parking,Patio/Deck,Pool,Storage,Washer Dryer,Wood Floors;1;1;USD;No;Cats,Dogs;1035;Monthly;648;5400 W Parmer Ln;Austin;TX;RentDigs.com
5192687124;housing/rent/apartment;Perfectly Located Boca Apartment;Wood Floors;2;2;USD;No;None;1575;Monthly;1200;5150 E Club Cir 206;Boca Raton;FL;RentDigs.com
5198602181;housing/rent/apartment;Two BR - luxurious Apartments in Foxborough. 2 Car Garage!;Gym,Parking,Pool,Wood Floors;2;2;USD;No;Cats,Dogs;2544;Monthly;1146;null;null;null;RentDigs.com
5191475058;housing/rent/apartment;Luxurious and bright One BR apartment;AC,Cable or Satellite,Dishwasher,Internet Access,Patio/Deck,Storage,Washer Dryer,Wood Floors;1;1;USD;No;None;975;Monthly;780;669 Pawling Avenue;Troy;NY;RentDigs.com
5198603782;housing/rent/apartment;$1,795 / One BR - Great Deal. MUST SEE!;Playground,Pool;1;1;USD;No;None;1795;Monthly;715;null;null;null;RentDigs.com
5192687681;housing/rent/apartment;Single family home or apartment;AC,Dishwasher,Washer Dryer;2;2;USD;No;None;500;Monthly;850;1706 Dartmore Drive 1 1;Wilson;NC;RentDigs.com
5198602975;housing/rent/apartment;One BR - luxurious Apartments in Foxborough.;Gym,Parking,Pool,Wood Floors;1;1;USD;No;Cats,Dogs;1943;Monthly;698;null;null;null;RentDigs.com
